id,Name
1441,Mike Venesky
1442,Scott Tanaka
1443,Kelly Turner
1444,Rose Wilcox
1445,Kimberly Partridge
1446,Mary Martinez
1447,Amanda Stannard
1449,Herbert Pizarro
1450,Lisa Cron
1451,Michael Almonte
1452,Kristopher Arroyo
1453,Thomas Lawyer
1454,Gerda Upham
1455,Debra Fry
1456,George Anderson
1457,Mary Lau
1458,Irma Cates
1459,Norberto Warwick
1461,Steven Barner
1462,Hazel Dailey
1463,Clyde Pellegrin
1464,John Johnson
1465,Charles Hallow
1466,Walter Medrano
1467,Pearl Meisinger
1469,Orville Andrews
1470,Charity Paris
1471,Deanna Green
1472,Kenny Obanion
1473,Debra Leonard
1474,Sheila Reynolds
1475,Robert Vong
1476,Marion Smith
1477,Brian Camacho
1478,Aurora Sierra
1479,Rosa Cingolani
1480,Todd Harris
1481,Carol Frasco
1483,Helen Doles
1484,Bessie Rosalez
1485,Robert Lee
1486,William Vey
1488,Stephanie Baggett
1489,Ashley Colegrove
1490,Jonathan Nutt
1491,Edward Miley
1492,Cheryl Ganz
1493,Edith Owens
1494,James Bergquist
1495,Marilyn Rojas
1496,Ada Fink
1497,Willie Deardorff
1498,Rebecca Ellsworth
1499,Kenneth Lynch
1500,Charles Buckner
1501,Brandon Cofield
1502,Kelly Womack
1503,Ann Randolph
1504,Wilburn Wood
1505,Anthony Casson
1506,Anthony Ppool
1507,Vivian Urbano
1508,Jacob Palmisano
1509,Shannon Stewart
1511,Gregory Carpenter
1513,Charles Muller
1514,Ryan Graham
1515,Carla Wagner
1516,Jessica Price
1517,Terry Moss
1518,Rose Grier
1519,Daniel Ortiz
1520,Ronald Bartlett
1521,John Perez
1522,Jacqueline Quick
1524,Mario Beagle
1525,Ilene Eades
1527,Mary Zender
1528,Mary Jorgensen
1530,Benny Galloway
1531,Federico Shakal
1532,Angela Lawson
1533,Dorothy Ogg
1534,Dennis Garcia
1535,Vilma Knight
1536,Kenneth Teixeira
1537,Lamar Warner
1538,Toby Filippone
1539,Jessie Ciacci
1540,Michael Miller
1541,Bill Carbone
1542,Enid Arends
1543,Aaron Timms
1544,Rodney Gavin
1545,Jose Tucker
1546,Carolyn Parra
1547,Juan Brooks
1549,Katie Dumler
1551,Floyd Kane
1552,Gwendolyn Stanley
1553,Michael Svehlak
1554,Carolyn Smith
1555,Roseann Miller
1556,Lisa Deen
1557,Juan Vaughn
1558,Lynn Reid
1559,Heather Barre
1560,Demarcus Barlow
1562,William Santos
1563,Michele Sherman
1564,Janie Smith
1565,Andrew Lukacs
1566,Harold Fay
1567,Dennis Rosales
1568,William Roberts
1570,Evelyn Wenker
1572,Joe Ciervo
1573,Xavier Hampton
1574,Pamela Stern
1575,Deanne Lima
1576,Otis Austin
1577,Robert Campion
1578,Michael House
1579,Mary Welborn
1580,Bernice Sweet
1581,Nancy Rogers
1582,Janice Bishop
1583,Roy Rogers
1584,Jacob Lambdin
1585,Sara McKinney
1586,Edna Patterson
1587,Karen Smith
1588,Patricia Bocchino
1589,Carolyn Ray
1590,Callie Gonzales
1591,Lisa Mackel
1592,Gary Gainey
1593,Jerry Monaco
1594,Linda Rudisel
1595,Daniel Cruz
1596,Theodore Arnold
1597,Edward St. Jean
1599,Scott Callaway
1600,David Boren
1601,Matthew Warner
1603,Billy Bynum
1604,Gordon Rubenstein
1605,Michelle Humston
1606,Danny Carrasquillo
1607,Joanne Honda
1608,Jose Wittmer
1611,Luis Bindel
1613,Kenneth Penny
1614,Juana Kayser
1615,Mark Wickens
1616,James Linares
1617,Willie Benson
1618,Kimiko Foster
1619,Garry Power
1620,John Seitz
1621,Cynthia Ross
1622,Mayra Tillman
1623,Keith Foronda
1624,Palmer Barry
1625,Joe Stark
1626,Tamara Goldsmith
1627,Lucille Rost
1628,Mary Jones
1629,Kristen Dodge
1630,William Acierno
1632,Robert Mendoza
1633,Jay Harrelson
1634,Miguel Lathan
1635,Jacqueline Moynihan
1636,Thomas Mattes
1637,Kenneth Carlisle
1638,Renee Shebesta
1639,Lilli Weeks
1640,Lori Ruesga
1641,John Shuttleworth
1642,Maria Paez
1643,Daisy Doe
1644,Kimberly Werdebaugh
1646,Herbert Casper
1647,Miguel Roach
1648,Roger Avery
1649,Christine Stevenson
1650,Marlene Wall
1652,Harland Anstine
1653,William Cox
1654,Camille Taylor
1655,Romaine Nowakowski
1656,James Mui
1657,Christopher Fancher
1658,Darrell Garron
1659,Athena Taylor
1660,Thomas Ward
1661,Malorie Abel
1662,Mary Moody
1663,Elizabeth Acevedo
1664,Don Gardner
1665,Edith McAlister
1666,Clara Barrera
1667,Delores Otarola
1669,Emma Santiago
1670,Louis Bess
1671,Pearline Yount
1672,Gerald Roberson
1674,Ruby McNamara
1675,Joseph Castelan
1676,Donald Satre
1677,Kathleen Ptacek
1678,William Jones
1679,Wiley Rodriquez
1680,Kevin Costa
1682,Katharine Grouse
1683,Richard Bridges
1684,Brian Lauber
1685,Franklin Steele
1686,Steven Kalish
1687,Nancy Kesler
1688,Kristine Evans
1689,Julia Sibbitt
1690,Christopher Munoz
1691,Edith Sladek
1692,Lula Hill
1693,Peter Best
1694,Kelly Taub
1695,Kathleen Espinoza
1696,Timothy Harper
1697,Susan Boerner
1699,Bernard Keen
1700,Justin Chandler
1701,Val James
1702,John Smith
1703,Carla Miller
1704,Alda Shaw
1705,Nancy Stoney
1706,Ignacio Ball
1707,Mark Hardy
1708,Walter Vite
1709,John Spriggs
1710,Dorothy Buchholz
1711,Janice Taylor
1712,Jessica Bishop
1715,John Dai
1717,Sue Tennyson
1718,Emilie Perez
1719,Willie Lyles
1720,Scott Kochis
1721,Darrell Handa
1722,Kimberly Vivian
1723,George Ebanks
1724,Brian Albin
1725,Maryann Lee
1726,Charley Rush
1727,Lana Cervantes
1728,Harold Engle
1729,Michael Sparger
1730,James Wright
1731,Carmen Schofield
1732,Joan Stammer
1733,Jennifer Weakly
1734,Abby Nelson
1736,Frank Kochanski
1737,William Thompson
1740,Orlando Naatz
1741,Linda Parkinson
1742,Kelly Anders
1743,Jennifer Ortega
1744,Jennifer Vega
1745,Kayla Tipton
1746,Omar Guillory
1747,Ebony Motta
1748,Matha Luu
1749,Vera Ball
1751,Richard O'Neal
1752,Melissa Haddad
1753,Benjamin Bailey
1754,Vernon Cereghino
1755,James Loyd
1757,Carter Herczeg
1758,Marilyn Kamp
1759,Leona Rowland
1760,Mary Cherry
1761,Gary Parker
1762,Sheila Thole
1764,Wendy Fehler
1765,Audrey Unsell
1766,John Rivera
1768,Susan Piampiano
1769,Evelia Girardi
1770,Howard Turner
1771,Jo Sparks
1772,Craig Kelly
1773,Karen Dirks
1774,Thomas Sharpley
1775,John Oveson
1776,Anthony McDougal
1777,Nena Schaefer
1778,Holly Pichardo
1779,Robert O'Neill
1780,William Cilla
1781,Aimee Sellen
1782,Debra Simone
1783,Donald Graham
1784,Marry Dickson
1785,Martha Butler
1786,Joshua Johnson
1787,James Anderson
1788,Maudie Krapohl
1789,Kelly Stephens
1790,Donald Craven
1791,Paul Passarella
1792,John Bui
1793,Billy Schultz
1794,John Le
1795,Henry Combs
1796,Mary Hamilton
1797,Michael Mihajlovic
1798,Kenyetta Morris
1799,Austin Briles
1800,Michelle Spears
1801,Ana Carvey
1802,Elizabeth Martin
1803,Charles Poudrier
1804,Austin Lopez
1805,James Hartfield
1806,Kyle Crabill
1807,Valentin Leccese
1808,Kenneth Demarco
1809,Delores Sexton
1810,Charles Helt
1811,Melvin Lee
1813,Irene Danforth
1814,Tomi Johnson
1815,Sandra Hernandez
1816,Delores Odom
1817,Julia Kunesh
1818,Sarah Lash
1819,Pauline Slater
1820,Ruth Hall
1821,Maria Rock
1822,Leigh Abdel
1823,Donald Jackson
1824,Michael Wilkins
1825,Tyler Geffen
1826,George Ochoa
1827,Morris Jones
1828,Glenn McAllister
1829,Laurie Baird
1830,Charlott Allen
1831,Arturo Bush
1832,Susan Calva
1833,Gerald Jenkins
1834,Melinda Kane
1835,Keith Dittner
1836,Shirley Bleess
1838,John Allen
1839,Nicole Vonborstel
1840,Tiffany Chen
1841,Lisa Ginter
1842,Paul McClanahan
1844,Darren Rodriguez
1845,Brian Scala
1846,Juanita Betts
1847,Raymond Gonzalez
1848,Jessica Boudoin
1850,Elizabeth Goldberger
1851,Dorothy Richardson
1852,Angela Erickson
1853,Steven Springer
1854,Lang Grimm
1855,Bernard Johnson
1856,Edmund Holman
1857,Jan Oatsvall
1858,Barbara Wooden
1859,Matthew Jones
1860,James Bost
1861,Amber Marinakis
1862,Lisa Dalton
1863,Fred Lindquist
1864,Sean Coderre
1865,Marie Medina
1866,Craig Taylor
1867,Rosa Papageorge
1868,Eugene Alvarez
1869,Beverly Turner
1871,Lee Tisnado
1872,Maude Noll
1873,Corrie Ramirez
1874,Jack Thomas
1875,Ann Rockwell
1877,Gia Langlois
1879,Daniel Gaw
1880,Richard Strand
1881,Karl Perry
1882,Dean Spence
1883,Margarita Rafferty
1885,Donna Peck
1887,Craig Flores
1888,Jacob Conroy
1889,Don Fraser
1890,Andrea Brown
1891,Alysha Baez
1892,Peggy Wolfe
1893,Hallie Edwards
1894,Maria Allen
1895,Christina Newby
1896,Samuel Vandyke
1897,Wayne Ramirez
1898,Nicole Roe
1899,Lyle Campbell
1900,Norma Frangella
1902,Helen Mendez
1903,Deborah Theriot
1904,Robert Crumpacker
1905,Sherry Argueta
1906,Edward Rising
1907,Robert Bye
1908,Carl Brudnicki
1909,George Gooding
1910,Benny Caraballo
1911,Ruth Chestnut
1912,Evan Eaves
1914,Lula Collette
1915,Mary Broughton
1917,Pamula Chen
1918,Wendy Louwagie
1919,Norma Trujillo
1920,Rhoda Melvin
1921,Roger Essex
1922,Ramona Grant
1923,Gordon Shultz
1924,Beatrice Frost
1925,Patrick Clovis
1926,Larry Proctor
1928,Linda Stewart
1929,Madge Dalleva
1930,Renae Strickland
1931,Charles Lambert
1933,Fredrick Sweatman
1934,Andrea Kinser
1935,Barbara Magnuson
1936,Timothy Heiland
1937,Athena Samsel
1938,Anna Murray
1939,Ashley Sturgeon
1941,Daniel Cox
1942,Michael Todd
1944,Holly Merryman
1946,Albert Blake
1947,Tony Loguidice
1948,Harold Martin
1949,Martha Hudson
1950,Margarita Anderson
1951,Peter Bailey
1952,Dawn Norman
1954,Alexis Keller
1955,Louise Bautch
1956,Cindy Harris
1957,Gilbert Chavez
1958,Jonathan Careaga
1959,William Mason
1961,Edward Clark
1962,David Miller
1963,Doris Rios
1964,Faye Rodriguez
1965,Rosemary March
1966,Susan Bachmann
1968,John Castellano
1969,Richard Barron
1971,Maria Gomez
1972,Ronald Delacruz
1973,James Dees
1974,Clifford Ellis
1975,Brian Ashby
1976,Veronica Rodriguez
1977,Paul Jones
1978,Martha Nunez
1979,Diana Garner
1980,Anne Myers
1981,Kathleen Vignola
1982,Doris Smith
1983,Nikki Demasi
1984,Angelo Laker
1986,Leroy Sykora
1987,Horacio Dolan
1988,Andrew Tiller
1989,Rosie Eyer
1990,Gertrude Malhotra
1991,Kelley King
1992,Julie Story
1993,Marion Ellis
1994,Darlene Spies
1995,William Branson
1996,Charity Padilla
1997,Dolores Batsch
1998,Lydia Felipe
1999,Shane Sommer
2000,Heather Colton
2001,Theresa Miranda
2003,Joanna Mauch
2004,Ruth Riddle
2005,Oscar Erlanger
2006,Nicole Curtiss
2007,Kermit Mensah
2008,John Powell
2009,Christopher Lara
2010,Bobby Eichelberger
2011,Clifford Bradburn
2013,Elizabeth Hovey
2014,Norma Bennett
2015,Fred Weldon
2016,Dewey Gallegos
2017,Nicholas Albert
2018,Anthony Gruwell
2019,Jacob Andrade
2020,Janie Cook
2021,Susan Smoot
2022,Andrew Bivines
2023,James Moran
2024,Alida Hench
2025,Hazel Anderson
2027,Marlene Engler
2028,Gary Dailey
2029,Kathleen Benningfield
2030,Rose Knight
2031,Robert Schubert
2032,Rebecca Allen
2033,Shawna Cruzen
2034,Elizabeth Clemons
2035,Joyce Carroll
2036,Jeffrey Hebner
2037,Adam Settle
2038,William Brooks
2039,Beatrice Hartley
2040,Michael Mangrum
2041,Bernetta Davidson
2042,Megan Goik
2043,Pete Klingler
2044,David Greathouse
2045,Vincent Eubanks
2046,Mary Hickman
2047,Sharon Rice
2048,James Herzing
2051,Ann Cruz
2052,Rogelio Rad
2053,Elliot Payne
2054,Bernard Roy
2055,Denise Grant
2056,Jacelyn Poindexter
2057,Hannah Galvin
2058,Tonya Phipps
2059,Anne Lane
2060,Joseph Christ
2061,Carolyn Sherwood
2062,Benjamin Martinez
2064,Oscar Moltz
2065,William Thornton
2066,Mark Flores
2067,Rebecca Turnbeaugh
2068,Yvonne Andrews
2069,Phyllis Gross
2070,Kathryn Green
2071,Lucille Campos
2072,Stacy Billard
2075,Elizabeth Salinas
2076,Amanda Wallace
2077,Darlene Scott
2078,Anne Sydow
2079,Nancy Epp
2080,Hubert Garrett
2081,Cathi Jimenez
2083,David Reid
2084,Sylvia Ghazarian
2085,Amber Haynes
2086,Cristina Morin
2087,Walter Baker
2088,Arthur Bechtold
2090,Timothy Parkin
2091,Mayme Farres
2092,Helen Martens
2093,Jason Novacek
2094,Mary Phelps
2095,Nancy Nesheiwat
2096,Josephine Mauro
2097,Donna Parnell
2099,Sharon Martin
2100,Tracy Griego
